finger,marker_id,u_px,v_px,u_undistorted_px,v_undistorted_px,x_camera_m,y_camera_m,z_camera_m,x_link_m,y_link_m,z_link_m,nx_link,ny_link,nz_link,distance_m,distortion_inverse,brown_reprojection_error_px,selected_model_reprojection_error_px,method,surface_error_m,mesh_reprojection_error_px,surface_link,triangle_id
middle,M085,198.823,207.745,205.21778735448504,225.29013711273018,0.0035107338,0.009740003,0.011334033,0.002173189,0.0043187104,0.05845355,0.40941325,0.21805283,0.8859084,0.015351,brown_exact,2.052067472307466e-14,2.052067472307466e-14,ray_hit,0.0,0.0,right_middip_roll_rubber_link,1566
middle,M086,122.55,209.139,113.69849312523748,229.0489580604895,-0.004270487,0.009734041,0.010959865,0.0019545043,-0.0034633398,0.05817193,0.39606276,-0.29791588,0.8685508,0.01526785,brown_exact,2.7491481169325337e-12,2.7491481169325337e-12,ray_hit,0.0,2.7608952e-12,right_middip_roll_rubber_link,1232
middle,M087,38.137,211.701,-56.36586021590551,283.596523352048,-0.009112469,0.0070449524,0.0053942404,0.00023559105,-0.008311481,0.052239563,-0.009742173,-0.9717773,0.2356988,0.012718737,monotonic_extrapolation,12.499222757533614,2.419514028302108e-12,ray_hit,0.0,2.4464556e-12,right_middip_roll_rubber_link,1118
middle,M088,218.068,211.702,231.46831332610452,236.17400816889278,0.0053860634,0.0099491,0.010553447,0.0014880296,0.0061916085,0.058014568,0.3169362,0.42524382,0.8477731,0.015471571,brown_exact,1.2228851713074994e-11,1.2228851713074994e-11,ray_hit,0.0,1.2221797e-11,right_middip_roll_rubber_link,1362
middle,M089,103.748,214.202,86.0557031882512,243.15896529565106,-0.0059562963,0.009875104,0.0099123465,0.0011535615,-0.005152016,0.057489283,0.2680343,-0.5918478,0.7601801,0.015206899,brown_exact,9.897392693360861e-13,9.897392693360861e-13,ray_hit,0.0,9.447814e-13,right_middip_roll_rubber_link,875
middle,M090,258.688,214.786,301.2687350157717,260.15778381969744,0.008359227,0.009021376,0.008008594,0.00045961022,0.009161125,0.055504393,0.15330712,0.85059625,0.5029741,0.0146764945,brown_exact,2.4786726479338893e-12,2.4786726479338893e-12,ray_hit,0.0,2.5242575e-12,right_middip_roll_rubber_link,1330
middle,M091,64.54,219.313,8.83505410491,277.36070294767796,-0.007452427,0.007873034,0.0062571573,0.00019379555,-0.006651578,0.053434994,-0.99711823,0.02058803,0.073016524,0.012517002,brown_exact,1.131086934051739e-11,1.131086934051739e-11,ray_hit,0.0,1.1319871e-11,right_middip_roll_rubber_link,3073
middle,M092,238.709,219.832,266.57899198360207,259.5088871664245,0.0058914158,0.008485093,0.007565903,0.0005695169,0.006693689,0.054816384,-0.99714917,0.02254514,0.07200907,0.012804236,brown_exact,2.8985735813780165e-14,2.8985735813780165e-14,ray_hit,0.0,2.842171e-14,right_middip_roll_rubber_link,3047
middle,M093,160.6,222.774,159.62131912378075,248.43090745290448,-0.0004277408,0.011457252,0.011052419,0.0007242978,0.00037504407,0.05939591,0.32150653,-0.027931325,0.9464953,0.015925061,brown_exact,1.3046425077889206e-13,1.3046425077889206e-13,ray_hit,0.0,1.1368684e-13,right_middip_roll_rubber_link,1351
middle,M094,178.731,223.399,182.1592275486503,250.12809408734745,0.0013460168,0.010580079,0.010079821,0.00071673916,0.0021487859,0.058086187,-0.9971035,0.02040198,0.07326931,0.014674898,brown_exact,1.4492810777812391e-11,1.4492810777812391e-11,ray_hit,0.0,1.44952115e-11,right_middip_roll_rubber_link,3125
middle,M095,142.57,223.736,136.9129592812612,251.6562423923251,-0.002295394,0.01147841,0.010815057,0.0005561237,-0.0014932208,0.05923398,0.25796384,-0.21453011,0.9420358,0.015937006,brown_exact,7.747823037159928e-12,7.747823037159928e-12,ray_hit,0.0,7.755794e-12,right_middip_roll_rubber_link,1229
middle,M096,84.812,223.801,50.0867085032603,271.2102110177859,-0.0059844945,0.008276089,0.006833368,0.0002758207,-0.0051833442,0.054132745,-0.9972712,0.019803861,0.07111972,0.012288317,brown_exact,5.971917294348072e-13,5.971917294348072e-13,ray_hit,0.0,5.8523883e-13,right_middip_roll_rubber_link,3034
middle,M097,296.325,224.149,423.6092523996424,328.8709841933345,0.008550469,0.0071422616,0.0043212115,-0.00061898486,0.00934852,0.05150865,-0.99719965,0.02055072,0.07190607,0.0119496975,monotonic_extrapolation,24.08891261583757,1.4492867906890083e-14,ray_hit,0.0,5.684342e-14,right_middip_roll_rubber_link,180
middle,M098,197.3,225.753,206.5346350192611,257.345647060198,0.0033768474,0.011666572,0.010558752,0.00022445327,0.004177874,0.05916996,0.2611435,0.24376799,0.9340135,0.016093453,brown_exact,2.9705396879642052e-12,2.9705396879642052e-12,ray_hit,0.0,2.9864442e-12,right_middip_roll_rubber_link,318
middle,M099,124.305,227.202,111.77741651121283,262.1437030647951,-0.0041102767,0.0116059,0.010165678,3.2636788e-05,-0.0033099817,0.058837637,0.22010867,-0.37588444,0.9001461,0.0159666,brown_exact,1.5192582107750824e-11,1.5192582107750824e-11,ray_hit,0.0,1.5169527e-11,right_middip_roll_rubber_link,306
middle,M100,214.618,230.145,232.32790600760862,271.21283163276064,0.0046656686,0.010927916,0.009028407,-0.00025808194,0.005464983,0.057539273,0.24044496,0.43693817,0.86675906,0.014923134,brown_exact,6.8925007087739895e-12,6.8925007087739895e-12,nearest_surface,4.3605996e-06,0.04533474,right_middip_roll_rubber_link,1937
middle,M101,107.395,232.037,84.80978594079751,278.2898921377002,-0.0052693738,0.010923117,0.008632401,-0.00048459077,-0.0044709304,0.057242233,-0.99711317,0.020554408,0.073095135,0.014886206,brown_exact,1.621132128783716e-14,1.621132128783716e-14,ray_hit,0.0,3.1776438e-14,right_middip_roll_rubber_link,249
index,M002,158.617,25.089,157.74122583145038,12.33541323191271,-0.00038319395,-0.0055741924,0.0072206804,0.009384229,0.0005047186,0.015649013,0.99338126,-0.04947568,0.10366219,0.009129988,brown_exact,1.4521282768960536e-14,1.4521282768960536e-14,ray_hit,0.0,1.4210855e-14,right_indexdip_roll_rubber_link,739
index,M003,197.788,26.563,203.13241632408116,12.404457683835318,0.0021471048,-0.0056374874,0.0073076785,0.009461683,0.0030360203,0.015671354,0.9911951,0.00067531964,0.13240784,0.009475943,brown_exact,1.621132128783716e-14,1.621132128783716e-14,ray_hit,0.0,4.6185278e-14,right_indexdip_roll_rubber_link,730
index,M004,120.017,27.718,112.02045904487514,12.25939792031788,-0.0028482578,-0.0054673324,0.0070769186,0.00923571,-0.0019621246,0.015613611,0.98417777,-0.100689836,0.14579308,0.009385471,brown_exact,7.263863829320982e-15,7.263863829320982e-15,ray_hit,0.0,1.0658141e-14,right_indexdip_roll_rubber_link,767
index,M005,233.017,31.523,248.83726909741023,12.359017919918188,0.004664123,-0.0055975295,0.00725261,0.009367515,0.0055521564,0.01565714,0.9892032,0.09758191,0.10933799,0.010280405,brown_exact,7.009541763466422e-12,7.009541763466422e-12,ray_hit,0.0,7.02646e-12,right_indexdip_roll_rubber_link,626
index,M006,85.175,33.106,63.52161724408646,11.009764398307581,-0.0052361027,-0.00529724,0.0067728283,0.008932111,-0.004353447,0.015501311,0.98250234,-0.16225238,0.09145135,0.0100672105,brown_exact,6.124266665000091e-12,6.124266665000091e-12,ray_hit,0.0,6.1232833e-12,right_indexdip_roll_rubber_link,1199
index,M007,264.338,37.563,300.319976674225,9.782481562766037,0.0069752755,-0.00532657,0.0067294375,0.008790824,0.007857116,0.015449437,0.8974557,0.43180066,0.090119205,0.011059482,brown_exact,3.4552954252264433e-12,3.4552954252264433e-12,ray_hit,0.0,3.5155713e-12,right_indexdip_roll_rubber_link,527
index,M008,53.956,39.67,6.271610611928253,7.425865739809865,-0.00743499,-0.0049720705,0.006141501,0.008292304,-0.0065594916,0.015249462,0.8954981,-0.42959803,0.11631305,0.0108498195,brown_exact,7.0273815276087156e-12,7.0273815276087156e-12,ray_hit,0.0,7.031286e-12,right_indexdip_roll_rubber_link,1209
index,M009,294.568,45.281,370.5212492545446,4.53757904141581,0.008614891,-0.004555007,0.005476669,0.0073614228,0.009481137,0.015034166,0.53016114,0.84418285,0.07927459,0.011178477,monotonic_extrapolation,0.7591844285019974,1.4527727658641964e-14,ray_hit,0.0,7.1054274e-15,right_indexdip_roll_rubber_link,283
index,M010,24.519,47.86,-75.68365652125692,-0.24120429297575186,-0.009068569,-0.0042867362,0.0049368218,0.006995101,-0.008207412,0.014812268,0.586221,-0.79932815,0.13198294,0.01117977,monotonic_extrapolation,8.912501118599508,4.4768104349687795e-13,ray_hit,0.0,4.2733105e-13,right_indexdip_roll_rubber_link,1189
index,M011,159.08,64.465,158.86724047538155,62.59839159634845,-0.00039572848,-0.003443747,0.008900007,0.008923795,0.00048712787,0.01832236,0.9707754,-0.0457285,0.23559274,0.009551236,brown_exact,1.3051479479633857e-13,1.3051479479633857e-13,ray_hit,0.0,1.1368684e-13,right_indexdip_roll_rubber_link,968
index,M012,193.744,65.408,195.1817203698814,63.000197262803965,0.0021001478,-0.0034591064,0.009011386,0.0089823,0.002983797,0.018394887,0.97494936,-0.0168279,0.22178955,0.009878315,brown_exact,7.845693371714471e-13,7.845693371714471e-13,ray_hit,0.0,7.8610566e-13,right_indexdip_roll_rubber_link,975
index,M013,124.554,66.114,122.07660631820181,63.15953979333001,-0.0028552895,-0.003355261,0.008768739,0.00879723,-0.001973971,0.018283958,0.97707427,-0.07740322,0.19832955,0.00981332,brown_exact,4.3770567477160327e-13,4.3770567477160327e-13,ray_hit,0.0,4.196415e-13,right_indexdip_roll_rubber_link,279
index,M014,226.019,68.296,232.0121851958881,63.82012823357675,0.0046207677,-0.0033909525,0.008980788,0.0088835,0.005503484,0.018417725,0.96951246,0.09551383,0.22566065,0.010653854,brown_exact,5.234182571308814e-14,5.234182571308814e-14,ray_hit,0.0,5.8592854e-14,right_indexdip_roll_rubber_link,670
index,M015,93.259,69.693,84.47140157555215,64.23310687656416,-0.005203856,-0.0031784475,0.008489106,0.008504561,-0.004325893,0.018194335,0.9478304,-0.22760339,0.22319116,0.010452156,brown_exact,3.2165178607611845e-12,3.2165178607611845e-12,ray_hit,0.0,3.2232335e-12,right_indexdip_roll_rubber_link,1268
index,M016,255.285,72.8,272.34910252941575,65.00100831146722,0.006920582,-0.0030998231,0.008411264,0.008260937,0.0077966014,0.018189052,0.84714925,0.47960663,0.22872609,0.011324871,brown_exact,7.246433953445041e-15,7.246433953445041e-15,ray_hit,0.0,3.1776438e-14,right_indexdip_roll_rubber_link,537
index,M017,63.793,73.911,39.671506796676724,64.27025375132686,-0.0073784753,-0.0028894707,0.0077231666,0.0078013637,-0.006508364,0.017818205,0.83452594,-0.48811287,0.2555627,0.011065181,brown_exact,1.161225189146201e-11,1.161225189146201e-11,ray_hit,0.0,1.1644737e-11,right_indexdip_roll_rubber_link,1095
index,M018,284.847,77.724,327.71366153222084,64.61260120718703,0.008613664,-0.0025685066,0.0069137355,0.0068458463,0.009474248,0.01743114,0.52117956,0.8440853,0.12606314,0.011339849,brown_exact,0.0,0.0,ray_hit,0.0,0.0,right_indexdip_roll_rubber_link,1615
index,M019,32.809,78.823,-27.385313256169212,62.47645833566268,-0.009001936,-0.0023787564,0.0061328444,0.00637594,-0.008147573,0.01697753,0.46671206,-0.8639189,0.18927225,0.01114922,brown_exact,3.199272725464767e-12,3.199272725464767e-12,ray_hit,0.0,3.2692688e-12,right_indexdip_roll_rubber_link,1135
index,M020,314.42,82.268,414.0913180674457,60.39808117427691,0.009526208,-0.0020181795,0.0049980544,0.0051455335,0.010368179,0.016375083,0.27008116,0.9594773,0.08037084,0.010945422,monotonic_extrapolation,6.467283092980084,3.623216976722521e-15,ray_hit,0.0,1.4210855e-14,right_indexdip_roll_rubber_link,1428
index,M021,1.338,86.467,-148.498992669785,59.67231123500691,-0.009818616,-0.0016793266,0.004102395,0.0045070183,-0.008984823,0.015935877,0.18095578,-0.97281325,0.14453155,0.010772883,monotonic_extrapolation,19.190753374715527,2.1302254979899589e-13,ray_hit,0.0,2.0712846e-13,right_indexdip_roll_rubber_link,1311
index,M022,159.385,98.764,159.36530867761368,98.70814454952729,-0.000420662,-0.0011414179,0.010346466,0.008179984,0.00045402595,0.020937553,0.9493507,-0.039620508,0.3117105,0.010417732,brown_exact,0.0,0.0,ray_hit,0.0,1.4210855e-14,right_indexdip_roll_rubber_link,854
index,M023,190.355,99.304,190.67723115409072,99.1196095191041,0.0020761387,-0.0011201401,0.010452229,0.008207489,0.002951279,0.02103041,0.92974305,0.014841241,0.36790976,0.010715136,brown_exact,1.4527727658641964e-14,1.4527727658641964e-14,ray_hit,0.0,2.842171e-14,right_indexdip_roll_rubber_link,576
index,M024,128.993,99.93,128.22126169498836,99.62640151128981,-0.0028450624,-0.0010545094,0.010209675,0.0080505125,-0.0019719424,0.02089399,0.9412272,-0.09121939,0.32522354,0.010651002,brown_exact,1.0919865976511855e-13,1.0919865976511855e-13,ray_hit,0.0,1.1368684e-13,right_indexdip_roll_rubber_link,958
index,M025,218.732,101.118,221.283610556109,100.50825310185215,0.0044791996,-0.0009996499,0.010355858,0.008027084,0.005352504,0.021039354,0.9110873,0.16674513,0.37698275,0.011327238,brown_exact,2.1791591487962947e-14,2.1791591487962947e-14,ray_hit,0.0,2.842171e-14,right_indexdip_roll_rubber_link,545
index,M026,100.677,101.911,96.35967386627098,101.09315689757636,-0.0051444056,-0.00090689695,0.0098523,0.007727017,-0.004274976,0.020727042,0.9038498,-0.25823233,0.34113282,0.0111514665,brown_exact,2.209074830870764e-14,2.209074830870764e-14,ray_hit,0.0,1.4210855e-14,right_indexdip_roll_rubber_link,779
index,M027,245.641,103.28,254.84773345963492,102.04881645785896,0.0066998214,-0.00082386367,0.009723579,0.0074491645,0.0075669144,0.020686883,0.8115624,0.44276342,0.38121775,0.01183699,brown_exact,3.3539260516488443e-13,3.3539260516488443e-13,ray_hit,0.0,3.129616e-13,right_indexdip_roll_rubber_link,485
index,M028,73.47,104.357,59.578009364508844,102.86709673992318,-0.007194695,-0.00070277223,0.008957073,0.006999064,-0.006333382,0.020198047,0.76064676,-0.5349296,0.3677864,0.0115102865,brown_exact,1.464024577111919e-14,1.464024577111919e-14,ray_hit,0.0,0.0,right_indexdip_roll_rubber_link,1039
index,M029,273.662,108.135,299.8281016359259,106.66161936873736,0.008511658,-0.00040706852,0.008241559,0.006128273,0.009364357,0.019863905,0.542639,0.784531,0.30009004,0.011854844,brown_exact,2.6172490804394793e-13,2.6172490804394793e-13,ray_hit,0.0,2.842171e-13,right_indexdip_roll_rubber_link,1450
index,M030,43.175,109.412,3.598290720564421,107.78599842375708,-0.0088285245,-0.00029244882,0.007171574,0.005517847,-0.007983573,0.01914513,0.4369004,-0.8637391,0.251143,0.011378042,brown_exact,5.815501649112981e-14,5.815501649112981e-14,ray_hit,0.0,5.684342e-14,right_indexdip_roll_rubber_link,1221
index,M031,302.383,113.968,365.97145733942284,113.63821414275544,0.009541304,2.5132667e-05,0.0062027136,0.004432113,0.010375441,0.018637279,0.33656996,0.933896,0.120660305,0.011380279,brown_exact,3.399636098455872e-12,3.399636098455872e-12,ray_hit,0.0,3.353882e-12,right_indexdip_roll_rubber_link,1431
index,M032,14.841,118.514,-77.20101012604428,120.67267270809344,-0.009588524,0.00030053844,0.0051871347,0.0037581995,-0.008762938,0.01806649,0.1826942,-0.96364385,0.19497009,0.010905799,monotonic_extrapolation,3.187592945097954,0.0,ray_hit,0.0,6.57252e-14,right_indexdip_roll_rubber_link,1129
index,M033,186.886,127.893,187.10316160041992,128.0288839861961,0.0019704686,0.0013145594,0.011501832,0.0071007498,0.002833451,0.023439111,0.8648235,0.029461166,0.50121087,0.011743209,brown_exact,3.631931914660491e-15,3.631931914660491e-15,ray_hit,0.0,1.4210855e-14,right_indexdip_roll_rubber_link,497
index,M034,159.826,128.0,159.8107076014275,128.0433942254088,-0.0004271854,0.0013118419,0.011466904,0.0071057337,0.00043570704,0.023411326,0.88657105,-0.035313036,0.46124268,0.011549601,brown_exact,2.026415160979645e-15,2.026415160979645e-15,ray_hit,0.0,0.0,right_indexdip_roll_rubber_link,848
index,M035,132.692,128.52,132.11596595040098,128.78078992489455,-0.0028047857,0.0013528264,0.01126874,0.0069688405,-0.0019435396,0.023291422,0.875972,-0.13838784,0.4620843,0.011691085,brown_exact,9.428049086571002e-13,9.428049086571002e-13,ray_hit,0.0,9.417841e-13,right_indexdip_roll_rubber_link,952
index,M036,212.563,128.651,214.36553254626543,129.20190513128563,0.0042899135,0.0013929548,0.011299371,0.0068816026,0.005150629,0.023341032,0.8173575,0.21723108,0.53360796,0.012166325,brown_exact,1.106074950286144e-12,1.106074950286144e-12,ray_hit,0.0,1.1243651e-12,right_indexdip_roll_rubber_link,1628
index,M037,107.485,129.564,104.3624320460226,130.41065214418342,-0.0049779806,0.0014311776,0.0107983425,0.0066198567,-0.0041206973,0.022994127,0.8223706,-0.2914895,0.4886108,0.011976342,brown_exact,2.1791591487962947e-14,2.1791591487962947e-14,ray_hit,0.0,2.842171e-14,right_indexdip_roll_rubber_link,915
index,M038,237.167,130.788,243.75847722404487,132.30804443977559,0.00644587,0.0015688093,0.010666968,0.006304259,0.0073003764,0.022988515,0.7194378,0.4670372,0.5140871,0.012561632,brown_exact,5.000940574640342e-12,5.000940574640342e-12,ray_hit,0.0,5.0094824e-12,right_indexdip_roll_rubber_link,1517
index,M039,82.513,132.032,72.44956658873717,134.2248631392158,-0.006931818,0.0015907185,0.009834094,0.005877826,-0.0060827998,0.022384003,0.6881136,-0.5456588,0.47828457,0.012136305,brown_exact,8.746705756051124e-14,8.746705756051124e-14,ray_hit,0.0,8.526513e-14,right_indexdip_roll_rubber_link,1281
index,M040,264.476,135.653,284.42453469739223,139.94014297557638,0.008380072,0.0018823054,0.009157977,0.005040774,0.009220823,0.022076394,0.50838405,0.78436255,0.35541677,0.012555366,brown_exact,1.2494127403151949e-11,1.2494127403151949e-11,ray_hit,0.0,1.2451986e-11,right_indexdip_roll_rubber_link,1435
index,M041,52.877,137.663,22.386202210036913,144.024655479637,-0.008592945,0.0018713587,0.007901811,0.0043951417,-0.007760306,0.021135228,0.30279702,-0.89735675,0.32103702,0.011822829,brown_exact,9.674381628084695e-12,9.674381628084695e-12,ray_hit,0.0,9.6707165e-12,right_indexdip_roll_rubber_link,1057
index,M042,291.589,144.15,341.29426095400527,155.75042584286578,0.009526124,0.002305559,0.00705816,0.0033092098,0.010347932,0.020798458,0.24294937,0.94928396,0.19958858,0.012078091,brown_exact,1.0671604988457353e-11,1.0671604988457353e-11,ray_hit,0.0,1.0626413e-11,right_indexdip_roll_rubber_link,1459
index,M043,29.014,147.47,-36.51322717893464,163.27470885401684,-0.009297271,0.0023236896,0.00604669,0.00282593,-0.008481905,0.020058649,0.13879602,-0.9620157,0.2350775,0.011331427,brown_exact,1.3924129939912461e-11,1.3924129939912461e-11,ray_hit,0.0,1.3922233e-11,right_indexdip_roll_rubber_link,1307
index,M044,184.192,151.951,184.71624851638038,152.97195913783412,0.0018535719,0.0036976216,0.012108772,0.005736468,0.0027015675,0.025484195,0.7737307,0.065251276,0.6301453,0.012795722,brown_exact,2.2040602868512912e-14,2.2040602868512912e-14,ray_hit,0.0,2.842171e-14,right_indexdip_roll_rubber_link,1634
index,M045,159.986,152.091,159.8834609831431,152.91383813362313,-0.00044436054,0.0036921925,0.012108647,0.0057656495,0.00040381702,0.02548047,0.80340785,-0.03003424,0.59467113,0.012666849,brown_exact,7.246433953445041e-15,7.246433953445041e-15,ray_hit,0.0,2.842171e-14,right_indexdip_roll_rubber_link,842
index,M046,136.136,152.394,135.15386085899164,153.71140077738738,-0.0026803287,0.0036939608,0.011876479,0.0056336103,-0.0018337356,0.025309056,0.73947394,-0.15309666,0.65554535,0.012723217,brown_exact,4.4262011570248025e-14,4.4262011570248025e-14,ray_hit,0.0,4.0194366e-14,right_indexdip_roll_rubber_link,828
index,M047,207.29,152.573,209.45424735289816,154.53162756489067,0.004053696,0.003759711,0.011848514,0.005492097,0.0048991414,0.025332244,0.7555506,0.19597276,0.62509036,0.013074982,brown_exact,4.870411772825586e-14,4.870411772825586e-14,ray_hit,0.0,6.3552875e-14,right_indexdip_roll_rubber_link,1510
index,M048,312.022,153.095,406.0390774747739,177.37144570880002,0.009981425,0.0026640203,0.005411607,0.0019365357,0.010788187,0.019814149,0.1412905,0.9833336,0.114420265,0.01166239,monotonic_extrapolation,5.244170994262152,0.0,ray_hit,0.0,2.842171e-14,right_indexdip_roll_rubber_link,1597
index,M049,113.203,153.339,109.77795715461102,155.94964632728352,-0.0047577475,0.0037210523,0.011338528,0.005276501,-0.0039152005,0.024927258,0.6947651,-0.37680563,0.6126329,0.012846969,brown_exact,3.62879694812131e-14,3.62879694812131e-14,ray_hit,0.0,4.0194366e-14,right_indexdip_roll_rubber_link,912
index,M050,227.871,154.222,233.70591348178465,157.93034226967217,0.0059565813,0.0038774402,0.011292942,0.0050121252,0.0067968713,0.024997968,0.66411775,0.4247776,0.615233,0.013343385,brown_exact,8.749575644910456e-12,8.749575644910456e-12,ray_hit,0.0,8.767026e-12,right_indexdip_roll_rubber_link,1499
index,M051,88.41,154.834,78.41394564475583,160.16473573837624,-0.006756407,0.0036940386,0.010247916,0.0045891283,-0.005921528,0.02409842,0.5265805,-0.6228096,0.57863736,0.012818531,brown_exact,1.4527727658641964e-14,1.4527727658641964e-14,ray_hit,0.0,1.4210855e-14,right_indexdip_roll_rubber_link,1245
index,M052,8.07,156.659,-118.91427666968602,190.02773457385945,-0.009616809,0.0026145622,0.004437236,0.0015368172,-0.008815615,0.019056711,0.038183764,-0.9840481,0.17375633,0.01090908,monotonic_extrapolation,15.31197566350947,5.856098308447677e-14,ray_hit,0.0,3.5527137e-14,right_indexdip_roll_rubber_link,1157
index,M053,255.711,160.912,274.0076959509041,170.30140743654053,0.008153013,0.004275525,0.00975882,0.0036660733,0.008978656,0.02412374,0.48397848,0.74083436,0.46575668,0.013415897,brown_exact,1.346063085556048e-11,1.346063085556048e-11,ray_hit,0.0,1.347237e-11,right_indexdip_roll_rubber_link,1557
index,M054,61.788,163.898,33.77295889355665,177.38634756355927,-0.008310458,0.0040901857,0.008306749,0.0030134635,-0.0074929725,0.022920296,0.29731694,-0.86622816,0.40156114,0.01244168,brown_exact,9.750067788532476e-12,9.750067788532476e-12,ray_hit,0.0,9.754207e-12,right_indexdip_roll_rubber_link,1082
index,M055,280.575,169.573,323.9379575223836,190.18362835255385,0.009396826,0.0045587765,0.0077211596,0.002079079,0.010205119,0.022798372,0.24995363,0.9164811,0.3123869,0.012988421,brown_exact,1.0399175890730302e-13,1.0399175890730302e-13,ray_hit,0.0,1.1718571e-13,right_indexdip_roll_rubber_link,1591
index,M056,160.092,171.974,159.84933391413733,175.00521449192405,-0.0004541949,0.0058269985,0.012289293,0.0042996327,0.00037788547,0.0270426,0.6725501,-0.021633228,0.73973536,0.01360834,brown_exact,7.246433953445041e-15,7.246433953445041e-15,ray_hit,0.0,0.0,right_indexdip_roll_rubber_link,810
index,M057,182.108,172.349,183.11389694570374,175.72211866517026,0.0017305008,0.0058937464,0.012287744,0.004224993,0.0025618933,0.027086092,0.67792916,0.09401044,0.7290912,0.013737523,brown_exact,1.026033736153733e-14,1.026033736153733e-14,ray_hit,0.0,0.0,right_indexdip_roll_rubber_link,1490
index,M058,138.806,172.666,137.1216535957498,176.47316631541105,-0.0025377506,0.00584782,0.012047483,0.004145309,-0.0017074903,0.026876763,0.66169786,-0.14789788,0.7350389,0.013630078,brown_exact,1.621132128783716e-14,1.621132128783716e-14,ray_hit,0.0,0.0,right_indexdip_roll_rubber_link,836
index,M059,40.579,172.868,-15.83007919577173,199.299945491141,-0.008996,0.0043056454,0.0065211193,0.0016666026,-0.008193344,0.021736948,0.12902123,-0.94450176,0.3021091,0.011916022,brown_exact,0.0,0.0,ray_hit,0.0,7.1054274e-15,right_indexdip_roll_rubber_link,1305
index,M060,203.158,173.287,206.265489578349,178.07402711005196,0.0038217807,0.005985531,0.012027324,0.0039596357,0.0046503856,0.026953882,0.594605,0.19091468,0.78102267,0.013967431,brown_exact,7.246433953445041e-15,7.246433953445041e-15,ray_hit,0.0,0.0,right_indexdip_roll_rubber_link,1528
index,M061,117.68,174.056,113.132768231346,179.85039474809355,-0.0045317737,0.0058810273,0.011502807,0.0037782397,-0.0037056638,0.026494056,0.63238895,-0.32044572,0.70526505,0.013690801,brown_exact,4.170151253181427e-12,4.170151253181427e-12,ray_hit,0.0,4.1864897e-12,right_indexdip_roll_rubber_link,881
index,M062,224.528,176.259,232.30312284171495,184.33608876788247,0.0058692098,0.0061973594,0.011358143,0.003332144,0.0066910484,0.026598085,0.58582,0.3752677,0.71832377,0.014207825,brown_exact,1.861585299626269e-12,1.861585299626269e-12,ray_hit,0.0,1.874325e-12,right_indexdip_roll_rubber_link,1531
index,M063,95.881,177.807,84.83266274155187,188.01772110681563,-0.00636907,0.0059890742,0.010436936,0.0030052431,-0.0055515585,0.025773942,0.45647007,-0.6164191,0.6416094,0.013614834,brown_exact,7.246433953445041e-15,7.246433953445041e-15,ray_hit,0.0,2.842171e-14,right_indexdip_roll_rubber_link,908
index,M064,297.817,178.29,384.83380554148084,219.7122542774851,0.009928126,0.0048190854,0.0059011877,0.0006625506,0.0107208975,0.021619493,0.14265877,0.97580945,0.16566342,0.012514602,brown_exact,0.46665897882637436,0.46665897882637436,ray_hit,0.0,0.46665898,right_indexdip_roll_rubber_link,1385
index,M065,22.359,183.514,-81.53877990551544,233.2802321090667,-0.009309251,0.0045543527,0.0049473345,0.0004326204,-0.008520163,0.020733327,0.025266634,-0.97477794,0.22174212,0.011483919,monotonic_extrapolation,11.19213689601996,1.336327815963823e-13,ray_hit,0.0,1.1910866e-13,right_indexdip_roll_rubber_link,1155
index,M066,248.248,183.848,268.03842538244595,200.33374820693388,0.007847385,0.0066387136,0.0099355,0.0020308804,0.008655055,0.025835672,0.36431834,0.7120953,0.60016024,0.014295738,brown_exact,3.859051634285112e-13,3.859051634285112e-13,ray_hit,0.0,3.6948222e-13,right_indexdip_roll_rubber_link,1581
index,M067,69.887,187.66,40.45407070879176,210.3915373894219,-0.007980055,0.0062639946,0.008405467,0.0014599251,-0.007179608,0.024447605,0.18204011,-0.8609408,0.4750182,0.013174626,brown_exact,1.2867571943647515e-11,1.2867571943647515e-11,ray_hit,0.0,1.2871521e-11,right_indexdip_roll_rubber_link,1026
index,M068,160.549,189.464,160.1534222082564,196.5941128000058,-0.0004213454,0.007780188,0.012165407,0.002764485,0.00039388135,0.028256867,0.5804685,-0.08499922,0.8098342,0.01444666,brown_exact,1.7974468099675162e-12,1.7974468099675162e-12,ray_hit,0.0,1.8192114e-12,right_indexdip_roll_rubber_link,1643
index,M069,180.32,189.677,181.87338277433759,197.20639771101872,0.0015959804,0.007827626,0.012150469,0.0026970832,0.0024105886,0.02827749,0.49972856,0.060942274,0.86403555,0.014541416,brown_exact,2.411993575746513e-12,2.411993575746513e-12,ray_hit,0.0,2.4218566e-12,right_indexdip_roll_rubber_link,1473
index,M070,140.505,190.197,137.88714847566868,198.4181126683817,-0.0024394684,0.007784383,0.011911715,0.0026138565,-0.0016260173,0.028071076,0.5745951,-0.15911031,0.80282277,0.014437333,brown_exact,6.297648730415031e-12,6.297648730415031e-12,ray_hit,0.0,6.2898727e-12,right_indexdip_roll_rubber_link,834
index,M071,200.465,191.276,204.9577926595955,200.97439793646896,0.0036412424,0.007963487,0.011831257,0.0023601456,0.0044522746,0.028131053,0.50450444,0.21594831,0.8359674,0.014719185,brown_exact,1.621132128783716e-14,1.621132128783716e-14,ray_hit,0.0,2.842171e-14,right_indexdip_roll_rubber_link,1476
