Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
right_indexmcp_yaw_link,-0.000476124593597075,0.000316664867505367,0.00510431459552942,0,0,0,0.00835624740207778,6.40475573492212E-07,-3.84030854093208E-09,-3.58231858978014E-08,6.60467124543955E-07,4.31223122064571E-09,5.87672382127314E-07,0,0,0,0,0,0,../meshes/right_indexmcp_yaw_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_indexmcp_yaw_link.STL,,00_STARK3NRSP_ID_UPGRADE__SKE_2-2,right_indexmcp_yaw_link,right_indexmcp_yaw_joint,right_indexmcp_yaw_joint,revolute,-0.0092915,0.017441,0.045783,0,0,0,base_link,1,0,0,0,0,-0.26,0.52,,,,,,,,
right_indexmcp_roll_link,-0.000257162037554348,0.00140609417511918,0.0226372658615418,0,0,0,0.060964771715615,1.67160474263517E-05,5.34725748036918E-09,2.61323123874188E-07,1.68538943243549E-05,8.06868383641557E-07,3.53241321488377E-06,0,0,0,0,0,0,../meshes/right_indexmcp_roll_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_indexmcp_roll_link.STL,,00_STARK3NRSP_ID_UPGRADE__SK_16-2,right_indexmcp_roll_link,right_indexmcp_roll_joint,right_indexmcp_roll_joint,revolute,0.001858,0.00087557,0.015981,0,0,0,right_indexmcp_yaw_link,0,1,0,0,0,-0.09,1.57,,,,,,,,
right_indexpip_roll_link,5.99021559448626E-05,0.00107370236498467,0.0184310485842269,0,0,0,0.0325859572865325,3.96606554010682E-06,2.60989069299779E-08,2.30938572776059E-07,3.7516485645189E-06,1.41714341264892E-07,1.78529709715029E-06,0,0,0,0,0,0,../meshes/right_indexpip_roll_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_indexpip_roll_link.STL,,00_STARK3NRSP_ID_UPGRADE__SKE_4-2,right_indexpip_roll_link,right_indexpip_roll_joint,right_indexpip_roll_joint,revolute,0.0007951,0.0028379,0.046916,0,0,0,right_indexmcp_roll_link,0,1,0,0,0,-0.21,1.57,,,,,,,,
right_indexdip_roll_link,-0.000521699379349449,0.000845673627579882,0.0142474750376713,0,0,0,0.00833403038074764,7.74246802105929E-07,6.63702398438757E-09,-2.5546275345732E-08,6.14490270723782E-07,1.80074848729142E-08,4.47695200774045E-07,0,0,0,0,0,0,../meshes/right_indexdip_roll_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_indexdip_roll_link.STL,,00_STARK3NRSP_ID_UPGRADE__SKE_3-2,right_indexdip_roll_link,right_indexdip_roll_joint,right_indexdip_roll_joint,revolute,0.0013631,0.0017313,0.029441,0,0,0,right_indexpip_roll_link,0,1,0,0,0,-0.35,1.57,,,,,,,,
right_indexdip_roll_rubber_link,0.00382888944763223,0.00102172332880907,0.0201897352896061,0,0,0,0.00185165319112894,1.03841182576847E-07,2.22126531886283E-09,-1.0833147275458E-08,5.36393952510851E-08,-1.32530101258313E-09,8.50544806423887E-08,0,0,0,0,0,0,../meshes/right_indexdip_roll_rubber_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_indexdip_roll_rubber_link.STL,,00_STARK3NRSP_ID_UPGRADE__SKE_3-rubber-2,right_indexdip_roll_link,right_indexdip_roll_joint,right_indexdip_roll_rubber_joint,fixed,0,0,0,0,0,0,right_indexdip_roll_link,0,0,0,,,,,,,,,,,,
right_indexpip_roll_touch_link,0.00442736616918173,0.000744809628192199,0.0161957440869865,0,0,0,0.000509122231523883,4.83234821778575E-08,1.51905080729425E-09,5.90430787025901E-09,2.86433132994794E-08,-1.43321026291322E-09,4.62485119180474E-08,0,0,0,0,0,0,../meshes/right_indexpip_roll_touch_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_indexpip_roll_touch_link.STL,,00_STARK3NRSP_ID_UPGRADE__SKE_4 - touch2-2,right_indexpip_roll_link,right_indexdip_roll_joint,right_indexpip_roll_touch_joint,fixed,0,0,0,0,0,0,right_indexpip_roll_link,0,0,0,,,,,,,,,,,,
right_indexpip_roll_rubber_link,0.00445632710021685,0.000700890908258672,0.0155021094941266,0,0,0,0.00120431722404887,1.15566636043808E-07,3.83347246104263E-09,1.11016323760364E-08,6.14167264426388E-08,-4.20909698345677E-09,1.19118173701086E-07,0,0,0,0,0,0,../meshes/right_indexpip_roll_rubber_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_indexpip_roll_rubber_link.STL,,00_STARK3NRSP_ID_UPGRADE__SKE_4 -rubber-2,right_indexpip_roll_link,right_indexpip_roll_joint,right_indexpip_roll_rubber_joint,fixed,0,0,0,0,0,0,right_indexpip_roll_link,0,0,0,,,,,,,,,,,,
right_indexmcp_roll_touch_link,0.00462178704174852,0.00130761790644478,0.0255559768395535,0,0,0,0.0009064196250911,1.43198803222654E-07,2.468905298226E-09,6.15934479855554E-09,1.07043212766979E-07,5.69890105298895E-10,9.22639111638593E-08,0,0,0,0,0,0,../meshes/right_indexmcp_roll_touch_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_indexmcp_roll_touch_link.STL,,00_STARK3NRSP_ID_UPGRADE__SK_16 - touch2-2,right_indexmcp_roll_link,right_indexmcp_roll_joint,right_indexmcp_roll_touch_joint,fixed,0,0,0,0,0,0,right_indexmcp_roll_link,0,0,0,,,,,,,,,,,,
right_indexmcp_roll_rubber_link,0.00474300800847575,0.00126267547600403,0.0249340646280703,0,0,0,0.00218895740620251,3.32832007848155E-07,6.27038799285515E-09,9.73883050057324E-09,2.34736899654261E-07,-8.71298644809543E-10,2.39757561855718E-07,0,0,0,0,0,0,../meshes/right_indexmcp_roll_rubber_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_indexmcp_roll_rubber_link.STL,,00_STARK3NRSP_ID_UPGRADE__SK_16 - rubber-2,right_indexmcp_roll_link,right_indexmcp_roll_joint,right_indexmcp_roll_rubber_joint,fixed,0,0,0,0,0,0,right_indexmcp_roll_link,0,0,0,,,,,,,,,,,,
right_ringmcp_yaw_link,-0.000478987128450747,-0.000137968059064745,0.00511201063184355,0,0,0,0.00835621658013146,6.40285631306437E-07,6.58760103318253E-10,-3.59083755917222E-08,6.60701183310526E-07,-4.418361221171E-09,5.87624346146491E-07,0,0,0,0,0,0,../meshes/right_ringmcp_yaw_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_ringmcp_yaw_link.STL,,00_STARK3NRSP_ID_UPGRADE__SKE_2-4,right_ringmcp_yaw_link,right_ringmcp_yaw_joint,right_ringmcp_yaw_joint,revolute,-0.010086,-0.031987,0.051808,0,0,0,base_link,1,0,0,0,0,-0.26,0.35,,,,,,,,
right_ringmcp_roll_link,-0.000275330294858502,-0.000468777803912726,0.022675754624842,0,0,0,0.0609647338658372,1.67158011715616E-05,-1.53688211403928E-09,2.51187005415386E-07,1.68976102412782E-05,-2.69332943200779E-07,3.48874099780216E-06,0,0,0,0,0,0,../meshes/right_ringmcp_roll_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_ringmcp_roll_link.STL,,00_STARK3NRSP_ID_UPGRADE__SK_16-4,right_ringmcp_roll_link,right_ringmcp_roll_joint,right_ringmcp_roll_joint,revolute,0.0018481,-0.00029181,0.016003,0,0,0,right_ringmcp_yaw_link,0,1,0,0,0,-0.21,1.57,,,,,,,,
right_ringpip_roll_link,4.95890395004915E-05,-0.000431893156427632,0.0184572168552546,0,0,0,0.0325865016818775,3.96700286772559E-06,-8.48804171341539E-09,2.28049486019543E-07,3.76170037570931E-06,-2.75472689388184E-09,1.7743082198523E-06,0,0,0,0,0,0,../meshes/right_ringpip_roll_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_ringpip_roll_link.STL,,00_STARK3NRSP_ID_UPGRADE__SKE_4-4,right_ringpip_roll_link,right_ringpip_roll_joint,right_ringpip_roll_joint,revolute,0.00075939,-0.00094608,0.046993,0,0,0,right_ringmcp_roll_link,0,1,0,0,0,-0.35,1.57,,,,,,,,
right_ringdip_roll_link,-0.000529165659232123,-0.000361574561510286,0.0142679171114654,0,0,0,0.00833410411095075,7.74533195281826E-07,-3.40222810006309E-09,-2.5931153610748E-08,6.15899302669409E-07,2.24371493133849E-09,4.45996192509882E-07,0,0,0,0,0,0,../meshes/right_ringdip_roll_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_ringdip_roll_link.STL,,00_STARK3NRSP_ID_UPGRADE__SKE_3-4,right_ringdip_roll_link,right_ringdip_roll_joint,right_ringdip_roll_joint,revolute,0.001342,-0.00057711,0.029487,0,0,0,right_ringpip_roll_link,0,1,0,0,0,-0.35,1.57,,,,,,,,
right_ringdip_roll_rubber_link,0.00381812457716583,-0.000339961945775525,0.0202155263460264,0,0,0,0.00185168773022244,1.03974385047485E-07,-7.50826233749044E-10,-1.0721713340008E-08,5.3451332312543E-08,4.36199144262463E-10,8.51098509825701E-08,0,0,0,0,0,0,../meshes/right_ringdip_roll_rubber_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_ringdip_roll_rubber_link.STL,,00_STARK3NRSP_ID_UPGRADE__SKE_3-rubber-4,right_ringdip_roll_link,right_ringdip_roll_joint,right_ringdip_roll_rubber_joint,fixed,0,0,0,0,0,0,right_ringdip_roll_link,0,0,0,,,,,,,,,,,,
right_ringpip_roll_touch_link,0.00442063612536698,-0.000243512105245676,0.0162127532249126,0,0,0,0.000509099588629019,4.83924555662415E-08,-4.8657606457012E-10,5.98474277951177E-09,2.84857129942979E-08,4.77944524435304E-10,4.63356400356484E-08,0,0,0,0,0,0,../meshes/right_ringpip_roll_touch_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_ringpip_roll_touch_link.STL,,00_STARK3NRSP_ID_UPGRADE__SKE_4 - touch2-4,right_ringpip_roll_link,right_ringpip_roll_joint,right_ringpip_roll_touch_joint,fixed,0,0,0,0,0,0,right_ringpip_roll_link,0,0,0,,,,,,,,,,,,
right_ringpip_roll_tubber_link,0.0044502210794196,-0.000228312396404261,0.0155179476522504,0,0,0,0.00120429240182553,1.15745695213218E-07,-1.26200255533966E-09,1.13113017055776E-08,6.09896407114873E-08,1.41473463638251E-09,1.19364543614635E-07,0,0,0,0,0,0,../meshes/right_ringpip_roll_tubber_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_ringpip_roll_tubber_link.STL,,00_STARK3NRSP_ID_UPGRADE__SKE_4 -rubber-4,right_ringpip_roll_link,right_ringpip_roll_joint,right_ringpip_roll_tubber_joint,fixed,0,0,0,0,0,0,right_ringpip_roll_link,0,0,0,,,,,,,,,,,,
right_ringmcp_roll_touch_link,0.00460827748713923,-0.000432995845485357,0.025588088748143,0,0,0,0.00090640707360667,1.433147046952E-07,-8.13252004024449E-10,6.25229191029816E-09,1.06950277748492E-07,-1.59889617966052E-10,9.22403820949753E-08,0,0,0,0,0,0,../meshes/right_ringmcp_roll_touch_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,../meshes/right_ringmcp_roll_touch_link.STL,,00_STARK3NRSP_ID_UPGRADE__SK_16 - touch2-4,right_ringmcp_roll_link,right_ringmcp_roll_joint,right_ringmcp_roll_touch_joint,fixed,0,0,0,0,0,0,right_ringmcp_roll_link,0,0,0,,,,,,,,,,,,
